2025-06-13-03-57: using tensorboard
2025-06-13-03-57: Using LibriSpeech dataset
2025-06-13-03-57: Build optimizers and lr-schedulers
2025-06-13-03-59: <epoch:0, iter:100, total_loss_g:512.8850, adv_g_loss:0.9971, feat_loss:0.0689, rec_loss:512.8813, commit_loss:0.0039, loss_d:0.0000, d_weight: 1.0000>
2025-06-13-07-06: <epoch:1, iter:2700, total_loss_g:443.6552, adv_g_loss:2.0772, feat_loss:0.6940, rec_loss:440.1899, commit_loss:0.0002, loss_d:0.4088, d_weight: 1.0000>
2025-06-13-07-09: <epoch:1, iter:2800, total_loss_g:473.4747, adv_g_loss:2.3670, feat_loss:0.6850, rec_loss:469.7377, commit_loss:0.0000, loss_d:0.4924, d_weight: 1.0000>
2025-06-13-07-12: <epoch:1, iter:2900, total_loss_g:411.4822, adv_g_loss:2.2142, feat_loss:0.7084, rec_loss:407.8513, commit_loss:0.0000, loss_d:0.4331, d_weight: 1.0000>
2025-06-13-07-15: <epoch:1, iter:3000, total_loss_g:415.3534, adv_g_loss:2.3971, feat_loss:0.7158, rec_loss:411.5247, commit_loss:0.0001, loss_d:0.2822, d_weight: 1.0000>
2025-06-13-07-18: <epoch:1, iter:3100, total_loss_g:312.0833, adv_g_loss:2.3684, feat_loss:0.6337, rec_loss:308.4472, commit_loss:0.0008, loss_d:0.5656, d_weight: 1.0000>
2025-06-13-07-21: <epoch:1, iter:3200, total_loss_g:358.8770, adv_g_loss:1.6754, feat_loss:0.5098, rec_loss:356.1814, commit_loss:0.0007, loss_d:1.1928, d_weight: 1.0000>
2025-06-13-07-24: <epoch:1, iter:3300, total_loss_g:387.3224, adv_g_loss:2.1905, feat_loss:0.6585, rec_loss:383.8143, commit_loss:0.0019, loss_d:0.8002, d_weight: 1.0000>
2025-06-13-07-27: <epoch:1, iter:3400, total_loss_g:399.4547, adv_g_loss:2.3771, feat_loss:0.7046, rec_loss:395.6682, commit_loss:0.0009, loss_d:0.4581, d_weight: 1.0000>
2025-06-13-07-30: <epoch:1, iter:3500, total_loss_g:1196.7439, adv_g_loss:2.4201, feat_loss:0.8831, rec_loss:1192.5576, commit_loss:0.0000, loss_d:0.2262, d_weight: 1.0000>
2025-06-13-07-32: <epoch:1, <total_loss_g_train:407.1834, recon_loss_train:403.7246, adversarial_loss_train:2.1486, feature_loss_train:0.6547, commit_loss_train:0.0038>
2025-06-13-07-36: <epoch:1, total_loss_g_valid:58987.9331, recon_loss_valid:418.4759, adversarial_loss_valid:2.3054, feature_loss_valid:29283.5759, commit_loss_valid:0.0000, valid_loss_d:0.6356, best_epoch:1>
2025-06-13-07-39: <epoch:2, iter:100, total_loss_g:504.2863, adv_g_loss:2.0692, feat_loss:0.7744, rec_loss:500.6483, commit_loss:0.0508, loss_d:1.3597, d_weight: 1.0000>
2025-06-13-07-42: <epoch:2, iter:200, total_loss_g:415.7852, adv_g_loss:2.4459, feat_loss:0.7159, rec_loss:411.9075, commit_loss:0.0001, loss_d:0.3954, d_weight: 1.0000>
2025-06-13-07-45: <epoch:2, iter:300, total_loss_g:328.0376, adv_g_loss:2.1056, feat_loss:0.6641, rec_loss:324.6034, commit_loss:0.0016, loss_d:0.5292, d_weight: 1.0000>
2025-06-13-07-48: <epoch:2, iter:400, total_loss_g:345.4306, adv_g_loss:2.2574, feat_loss:0.7186, rec_loss:341.7360, commit_loss:0.0000, loss_d:0.6152, d_weight: 1.0000>
2025-06-13-07-51: <epoch:2, iter:500, total_loss_g:419.5077, adv_g_loss:2.2661, feat_loss:0.7012, rec_loss:415.8391, commit_loss:0.0001, loss_d:0.3783, d_weight: 1.0000>
2025-06-13-07-54: <epoch:2, iter:600, total_loss_g:500.5498, adv_g_loss:2.3960, feat_loss:0.7806, rec_loss:496.5926, commit_loss:0.0000, loss_d:0.1824, d_weight: 1.0000>
2025-06-13-07-57: <epoch:2, iter:700, total_loss_g:379.6068, adv_g_loss:1.9672, feat_loss:0.6745, rec_loss:376.2903, commit_loss:0.0011, loss_d:0.6258, d_weight: 1.0000>
2025-06-13-08-00: <epoch:2, iter:800, total_loss_g:333.9399, adv_g_loss:2.2304, feat_loss:0.6108, rec_loss:330.4879, commit_loss:0.0000, loss_d:0.3444, d_weight: 1.0000>
2025-06-13-08-02: <epoch:2, iter:900, total_loss_g:309.1756, adv_g_loss:2.5424, feat_loss:0.7049, rec_loss:305.2231, commit_loss:0.0005, loss_d:0.2960, d_weight: 1.0000>
2025-06-13-08-05: <epoch:2, iter:1000, total_loss_g:421.9658, adv_g_loss:2.3865, feat_loss:0.6778, rec_loss:418.2233, commit_loss:0.0020, loss_d:0.8833, d_weight: 1.0000>
2025-06-13-08-08: <epoch:2, iter:1100, total_loss_g:402.3611, adv_g_loss:2.5107, feat_loss:0.6696, rec_loss:398.5111, commit_loss:0.0004, loss_d:0.9502, d_weight: 1.0000>
2025-06-13-08-11: <epoch:2, iter:1200, total_loss_g:397.5162, adv_g_loss:2.3209, feat_loss:0.7351, rec_loss:393.7251, commit_loss:0.0004, loss_d:0.2302, d_weight: 1.0000>
2025-06-13-08-14: <epoch:2, iter:1300, total_loss_g:380.3795, adv_g_loss:2.4043, feat_loss:0.7606, rec_loss:376.4525, commit_loss:0.0040, loss_d:0.1985, d_weight: 1.0000>
2025-06-13-08-17: <epoch:2, iter:1400, total_loss_g:308.8661, adv_g_loss:2.5701, feat_loss:0.6857, rec_loss:304.9246, commit_loss:0.0001, loss_d:0.3001, d_weight: 1.0000>
2025-06-13-08-20: <epoch:2, iter:1500, total_loss_g:412.8478, adv_g_loss:2.7607, feat_loss:0.7100, rec_loss:408.6671, commit_loss:0.0000, loss_d:0.3264, d_weight: 1.0000>
2025-06-13-08-23: <epoch:2, iter:1600, total_loss_g:393.8837, adv_g_loss:2.5527, feat_loss:0.7422, rec_loss:389.8466, commit_loss:0.0000, loss_d:0.2183, d_weight: 1.0000>
2025-06-13-08-26: <epoch:2, iter:1700, total_loss_g:478.7214, adv_g_loss:2.2165, feat_loss:0.6306, rec_loss:475.2189, commit_loss:0.0473, loss_d:1.2107, d_weight: 1.0000>
2025-06-13-08-29: <epoch:2, iter:1800, total_loss_g:405.1062, adv_g_loss:2.8644, feat_loss:0.7154, rec_loss:400.8109, commit_loss:0.0015, loss_d:0.5299, d_weight: 1.0000>
2025-06-13-08-32: <epoch:2, iter:1900, total_loss_g:375.3179, adv_g_loss:2.3007, feat_loss:0.7326, rec_loss:371.5505, commit_loss:0.0024, loss_d:0.3956, d_weight: 1.0000>
2025-06-13-08-35: <epoch:2, iter:2000, total_loss_g:467.5462, adv_g_loss:2.2540, feat_loss:0.8977, rec_loss:463.4965, commit_loss:0.0003, loss_d:1.2295, d_weight: 1.0000>
2025-06-13-08-38: <epoch:2, iter:2100, total_loss_g:331.9349, adv_g_loss:2.1163, feat_loss:0.7115, rec_loss:328.3911, commit_loss:0.0071, loss_d:1.2280, d_weight: 1.0000>
2025-06-13-08-41: <epoch:2, iter:2200, total_loss_g:321.4863, adv_g_loss:2.4187, feat_loss:0.7223, rec_loss:317.6226, commit_loss:0.0030, loss_d:0.2023, d_weight: 1.0000>
2025-06-13-08-44: <epoch:2, iter:2300, total_loss_g:281.2953, adv_g_loss:2.3819, feat_loss:0.5852, rec_loss:277.7429, commit_loss:0.0009, loss_d:0.2922, d_weight: 1.0000>
2025-06-13-08-47: <epoch:2, iter:2400, total_loss_g:287.0073, adv_g_loss:2.3667, feat_loss:0.6745, rec_loss:283.2916, commit_loss:0.0000, loss_d:0.2470, d_weight: 1.0000>
2025-06-13-08-50: <epoch:2, iter:2500, total_loss_g:395.4674, adv_g_loss:2.4240, feat_loss:0.7889, rec_loss:391.4657, commit_loss:0.0000, loss_d:0.2045, d_weight: 1.0000>
2025-06-13-08-53: <epoch:2, iter:2600, total_loss_g:465.3700, adv_g_loss:2.6190, feat_loss:0.7755, rec_loss:461.2000, commit_loss:0.0000, loss_d:0.6127, d_weight: 1.0000>
2025-06-13-08-56: <epoch:2, iter:2700, total_loss_g:475.4684, adv_g_loss:2.2900, feat_loss:0.7547, rec_loss:471.6690, commit_loss:0.0001, loss_d:0.2474, d_weight: 1.0000>
2025-06-13-08-59: <epoch:2, iter:2800, total_loss_g:475.7734, adv_g_loss:3.1095, feat_loss:0.7693, rec_loss:471.1252, commit_loss:0.0003, loss_d:0.2471, d_weight: 1.0000>
2025-06-13-09-02: <epoch:2, iter:2900, total_loss_g:399.8821, adv_g_loss:2.5405, feat_loss:0.7547, rec_loss:395.8321, commit_loss:0.0001, loss_d:0.1948, d_weight: 1.0000>
2025-06-13-09-05: <epoch:2, iter:3000, total_loss_g:403.1144, adv_g_loss:2.6674, feat_loss:0.7637, rec_loss:398.9196, commit_loss:0.0002, loss_d:0.1526, d_weight: 1.0000>
2025-06-13-09-08: <epoch:2, iter:3100, total_loss_g:340.8539, adv_g_loss:2.3461, feat_loss:0.7138, rec_loss:337.0781, commit_loss:0.0064, loss_d:0.3458, d_weight: 1.0000>
2025-06-13-09-11: <epoch:2, iter:3200, total_loss_g:333.7766, adv_g_loss:2.5465, feat_loss:0.5519, rec_loss:330.1174, commit_loss:0.1068, loss_d:0.8426, d_weight: 1.0000>
2025-06-13-09-14: <epoch:2, iter:3300, total_loss_g:418.5548, adv_g_loss:3.0347, feat_loss:0.7424, rec_loss:414.0354, commit_loss:0.0002, loss_d:0.4841, d_weight: 1.0000>
2025-06-13-09-17: <epoch:2, iter:3400, total_loss_g:384.1894, adv_g_loss:2.8560, feat_loss:0.7402, rec_loss:379.8527, commit_loss:0.0004, loss_d:0.3146, d_weight: 1.0000>
2025-06-13-09-20: <epoch:2, iter:3500, total_loss_g:1098.8823, adv_g_loss:2.9283, feat_loss:0.8982, rec_loss:1094.1573, commit_loss:0.0007, loss_d:0.3070, d_weight: 1.0000>
2025-06-13-09-22: <epoch:2, <total_loss_g_train:407.5652, recon_loss_train:403.6675, adversarial_loss_train:2.4572, feature_loss_train:0.7174, commit_loss_train:0.0226>
2025-06-13-09-26: <epoch:2, total_loss_g_valid:395060.0643, recon_loss_valid:418.9319, adversarial_loss_valid:3.8516, feature_loss_valid:197318.6413, commit_loss_valid:0.0000, valid_loss_d:0.4930, best_epoch:1>
2025-06-13-09-29: <epoch:3, iter:100, total_loss_g:473.1803, adv_g_loss:3.1070, feat_loss:0.8100, rec_loss:468.4533, commit_loss:0.0000, loss_d:0.1579, d_weight: 1.0000>
2025-06-13-09-32: <epoch:3, iter:200, total_loss_g:416.1220, adv_g_loss:3.0409, feat_loss:0.7759, rec_loss:411.5293, commit_loss:0.0006, loss_d:0.1434, d_weight: 1.0000>
2025-06-13-09-35: <epoch:3, iter:300, total_loss_g:350.6451, adv_g_loss:3.0956, feat_loss:0.7318, rec_loss:346.0858, commit_loss:0.0001, loss_d:0.3433, d_weight: 1.0000>
2025-06-13-09-38: <epoch:3, iter:400, total_loss_g:376.5052, adv_g_loss:3.0954, feat_loss:0.7965, rec_loss:371.7931, commit_loss:0.0796, loss_d:0.2544, d_weight: 1.0000>
2025-06-13-09-41: <epoch:3, iter:500, total_loss_g:426.2238, adv_g_loss:2.6437, feat_loss:0.7766, rec_loss:422.0269, commit_loss:0.0000, loss_d:0.4219, d_weight: 1.0000>
2025-06-13-09-44: <epoch:3, iter:600, total_loss_g:457.9611, adv_g_loss:3.2783, feat_loss:0.7741, rec_loss:453.1336, commit_loss:0.0011, loss_d:0.1891, d_weight: 1.0000>
2025-06-13-09-47: <epoch:3, iter:700, total_loss_g:360.9372, adv_g_loss:2.2572, feat_loss:0.6560, rec_loss:357.3680, commit_loss:0.0000, loss_d:0.6639, d_weight: 1.0000>
2025-06-13-09-50: <epoch:3, iter:800, total_loss_g:357.9389, adv_g_loss:2.8597, feat_loss:0.6623, rec_loss:353.7546, commit_loss:0.0002, loss_d:0.2358, d_weight: 1.0000>
2025-06-13-09-53: <epoch:3, iter:900, total_loss_g:321.3243, adv_g_loss:3.6591, feat_loss:0.7643, rec_loss:316.1014, commit_loss:0.1242, loss_d:0.1397, d_weight: 1.0000>
2025-06-13-09-55: <epoch:3, iter:1000, total_loss_g:436.8553, adv_g_loss:3.2563, feat_loss:0.7503, rec_loss:432.0984, commit_loss:0.0002, loss_d:0.3226, d_weight: 1.0000>
2025-06-13-09-58: <epoch:3, iter:1100, total_loss_g:404.9114, adv_g_loss:3.2518, feat_loss:0.7489, rec_loss:400.1616, commit_loss:0.0012, loss_d:0.2772, d_weight: 1.0000>
2025-06-13-10-01: <epoch:3, iter:1200, total_loss_g:423.0121, adv_g_loss:3.3552, feat_loss:0.7527, rec_loss:418.1484, commit_loss:0.0570, loss_d:0.1149, d_weight: 1.0000>
2025-06-13-10-04: <epoch:3, iter:1300, total_loss_g:413.2385, adv_g_loss:3.3500, feat_loss:0.7840, rec_loss:408.3205, commit_loss:0.0000, loss_d:0.0846, d_weight: 1.0000>
2025-06-13-10-07: <epoch:3, iter:1400, total_loss_g:345.3578, adv_g_loss:3.7681, feat_loss:0.7462, rec_loss:340.0972, commit_loss:0.0000, loss_d:0.1999, d_weight: 1.0000>
2025-06-13-10-10: <epoch:3, iter:1500, total_loss_g:399.4503, adv_g_loss:3.6795, feat_loss:0.7159, rec_loss:394.3389, commit_loss:0.0009, loss_d:0.2706, d_weight: 1.0000>
2025-06-13-10-13: <epoch:3, iter:1600, total_loss_g:384.8625, adv_g_loss:3.2868, feat_loss:0.7504, rec_loss:380.0749, commit_loss:0.0001, loss_d:0.0545, d_weight: 1.0000>
2025-06-13-10-16: <epoch:3, iter:1700, total_loss_g:500.5988, adv_g_loss:4.1481, feat_loss:0.6634, rec_loss:495.1240, commit_loss:0.0037, loss_d:0.2347, d_weight: 1.0000>
2025-06-13-10-19: <epoch:3, iter:1800, total_loss_g:468.4303, adv_g_loss:5.2138, feat_loss:0.7385, rec_loss:461.7394, commit_loss:0.0002, loss_d:0.8497, d_weight: 1.0000>
2025-06-13-10-22: <epoch:3, iter:1900, total_loss_g:385.6978, adv_g_loss:3.1580, feat_loss:0.7432, rec_loss:381.0534, commit_loss:0.0002, loss_d:0.7549, d_weight: 1.0000>
2025-06-13-10-25: <epoch:3, iter:2000, total_loss_g:470.8675, adv_g_loss:3.7995, feat_loss:0.9330, rec_loss:465.2020, commit_loss:0.0000, loss_d:0.0635, d_weight: 1.0000>
2025-06-13-10-28: <epoch:3, iter:2100, total_loss_g:345.4768, adv_g_loss:4.3686, feat_loss:0.7546, rec_loss:339.5990, commit_loss:0.0001, loss_d:0.2084, d_weight: 1.0000>
